iter	Passed	Remaining
308	476	1064
309	479	1068
310	482	1069
311	484	1067
312	485	1066
313	487	1064
314	488	1062
315	489	1059
316	491	1058
317	495	1062
318	496	1060
319	498	1058
320	499	1056
321	500	1054
322	501	1052
323	503	1050
324	504	1048
325	506	1046
326	509	1047
327	510	1046
328	512	1044
329	513	1042
330	514	1040
331	515	1038
332	517	1036
333	518	1034
334	519	1032
335	521	1030
336	526	1035
337	527	1032
338	528	1030
339	530	1029
340	531	1027
341	533	1026
342	534	1024
343	536	1022
344	539	1024
345	541	1023
346	542	1021
347	544	1019
348	545	1017
349	547	1016
350	548	1014
351	550	1012
352	551	1010
353	556	1015
354	558	1014
355	560	1013
356	562	1012
357	563	1010
358	564	1008
359	566	1006
360	567	1005
361	570	1005
362	572	1004
363	573	1002
364	575	1000
365	576	998
366	577	996
367	579	994
368	580	993
369	585	997
370	587	995
371	589	994
372	590	992
373	592	991
374	594	990
375	596	989
376	599	990
377	601	990
378	603	989
379	605	987
380	606	985
381	608	983
382	609	981
383	610	979
384	612	977
385	618	983
386	619	981
387	620	979
388	622	977
389	623	975
390	624	973
391	626	971
392	627	969
393	630	970
394	632	969
395	634	967
396	635	965
397	637	963
398	638	961
399	640	960
400	641	958
401	646	961
402	648	960
403	649	958
404	650	956
405	652	954
406	653	952
407	655	950
408	656	948
409	657	946
410	660	946
411	662	945
412	663	943
413	665	941
414	666	939
415	667	937
416	668	935
417	670	933
418	671	930
419	672	928
420	677	931
421	679	930
422	680	928
423	683	928
424	685	927
425	687	925
426	688	923
427	691	923
428	692	922
429	694	920
430	695	917
431	696	916
432	698	914
433	699	912
434	701	910
435	703	910
436	709	913
437	710	912
438	712	910
439	713	908
440	715	906
441	716	904
442	717	902
443	718	899
444	721	900
445	723	898
446	724	896
447	725	894
448	726	892
449	728	889
450	729	887
451	730	885
452	732	884
453	735	885
454	737	883
455	739	881
456	740	880
457	742	878
458	743	876
459	744	874
460	745	872
461	747	869
462	748	867
463	750	867
464	752	866
465	754	864
466	755	862
467	757	860
468	758	858
469	759	856
470	760	854
471	761	852
472	763	850
473	774	859
474	775	857
475	777	855
476	778	853
477	779	851
478	782	850
479	783	848
480	784	846
481	786	844
482	787	842
483	788	840
484	789	838
485	790	836
486	791	834
487	793	832
488	794	830
489	801	834
490	802	832
491	804	830
492	805	828
493	806	826
494	807	823
495	808	821
496	809	819
497	812	819
498	814	817
499	815	815
500	816	813
501	817	811
502	819	809
503	820	807
504	821	805
505	823	803
506	825	802
507	826	800
508	828	799
509	830	797
510	831	795
511	832	793
512	834	792
513	836	790
514	838	789
515	839	787
516	840	785
517	842	783
518	843	781
519	844	779
520	845	777
521	846	775
522	848	773
523	853	775
524	855	773
525	856	771
526	858	770
527	860	768
528	861	766
529	862	764
530	865	764
531	867	763
532	869	761
533	870	759
534	871	757
535	873	756
536	874	754
537	876	752
538	877	750
539	883	752
540	885	751
541	886	749
542	887	747
543	889	745
544	890	743
545	892	741
546	894	741
547	896	739
548	898	737
549	899	735
550	900	734
551	902	732
552	903	730
553	904	728
554	906	726
555	907	724
556	911	725
557	914	724
558	915	722
559	916	720
560	918	718
561	920	717
562	921	715
563	922	713
564	926	713
565	928	711
566	929	709
567	930	707
568	933	706
569	934	705
570	936	703
571	937	701
572	943	702
573	945	701
574	947	699
575	948	697
576	949	695
577	950	694
578	952	692
579	955	691
580	957	690
581	958	688
582	960	686
583	961	684
584	962	682
585	963	680
586	964	678
587	966	676
588	967	675
589	972	675
590	974	674
591	976	672
592	977	671
593	979	669
594	980	667
595	982	665
596	983	663
597	986	663
598	988	662
599	990	660
600	991	658
601	992	656
602	994	654
603	995	652
604	996	650
605	998	648
606	1001	648
607	1002	646
608	1003	644
609	1004	642
610	1005	640
611	1006	638
612	1008	636
613	1009	634
614	1011	632
615	1012	631
616	1016	631
617	1018	629
618	1019	627
619	1021	626
620	1023	624
621	1024	622
622	1025	620
623	1026	618
624	1028	617
625	1030	615
626	1031	613
627	1033	612
628	1035	610
629	1036	608
630	1038	607
631	1040	605
632	1044	605
633	1045	603
634	1046	601
635	1047	599
636	1049	598
637	1051	596
638	1053	594
639	1055	593
640	1060	593
641	1061	591
642	1062	589
643	1063	587
644	1064	586
645	1065	584
646	1066	582
647	1068	580
648	1069	578
649	1070	576
650	1075	576
651	1076	574
652	1078	573
653	1079	571
654	1081	569
655	1082	567
656	1083	565
657	1085	563
658	1086	562
659	1090	561
660	1091	559
661	1092	558
662	1094	556
663	1095	554
664	1096	552
665	1098	551
666	1100	549
667	1104	548
668	1106	547
669	1109	546
670	1110	544
671	1112	543
672	1113	541
673	1114	539
674	1116	537
675	1122	538
676	1124	536
677	1126	535
678	1128	533
679	1130	531
680	1131	530
681	1134	529
682	1136	527
683	1138	525
684	1139	523
685	1140	522
686	1142	520
687	1143	518
688	1144	516
689	1146	514
690	1151	515
691	1153	513
692	1155	511
693	1157	510
694	1159	508
695	1160	506
696	1161	505
697	1163	503
698	1165	502
699	1167	500
700	1168	498
701	1169	496
702	1170	494
703	1171	492
704	1172	490
705	1174	488
706	1175	487
707	1176	485
708	1180	484
709	1182	482
710	1183	481
711	1184	479
712	1185	477
713	1186	475
714	1187	473
715	1189	471
716	1190	469
717	1191	468
718	1193	466
719	1195	464
720	1196	463
721	1197	461
722	1198	459
723	1200	457
724	1201	455
725	1202	453
726	1204	452
727	1205	450
728	1206	448
729	1207	446
730	1208	444
731	1210	443
732	1211	441
733	1212	439
734	1213	437
735	1215	435
736	1216	433
737	1217	432
738	1218	430
739	1221	429
740	1222	427
741	1223	425
742	1224	423
743	1225	421
744	1227	420
745	1228	418
746	1230	416
747	1231	414
748	1232	413
749	1235	411
750	1237	410
751	1238	408
752	1239	406
753	1240	404
754	1242	403
755	1243	401
756	1244	399
757	1245	397
758	1246	395
759	1248	394
760	1252	393
761	1255	392
762	1256	390
763	1258	388
764	1259	386
765	1260	385
766	1262	383
767	1263	381
768	1264	379
769	1266	378
770	1267	376
771	1268	374
772	1269	372
773	1270	370
774	1271	369
775	1272	367
776	1273	365
777	1276	364
778	1278	362
779	1279	361
780	1281	359
781	1282	357
782	1283	355
783	1284	353
784	1285	352
785	1287	350
786	1288	348
787	1298	349
788	1299	347
789	1300	345
790	1302	344
791	1303	342
792	1304	340
793	1307	339
794	1309	337
795	1310	335
796	1311	334
797	1313	332
798	1314	330
799	1315	328
800	1316	327
801	1318	325
802	1319	323
803	1323	322
804	1325	320
805	1326	319
806	1327	317
807	1328	315
808	1330	314
809	1331	312
810	1332	310
811	1333	308
812	1334	307
813	1338	305
814	1339	304
815	1340	302
816	1342	300
817	1343	298
818	1344	297
819	1345	295
820	1347	293
821	1348	292
822	1349	290
823	1354	289
824	1355	287
825	1356	285
826	1358	284
827	1359	282
828	1360	280
829	1361	278
830	1363	277
831	1364	275
832	1365	273
833	1368	272
834	1370	270
835	1371	269
836	1373	267
837	1374	265
838	1375	263
839	1376	262
840	1378	260
841	1379	258
842	1380	257
843	1385	256
844	1386	254
845	1387	252
846	1389	250
847	1390	249
848	1391	247
849	1392	245
850	1394	244
851	1395	242
852	1398	241
853	1400	239
854	1402	237
855	1403	236
856	1405	234
857	1406	232
858	1407	231
859	1408	229
860	1410	227
861	1411	225
862	1416	224
863	1417	223
864	1418	221
865	1419	219
866	1421	218
867	1422	216
868	1423	214
869	1424	212
870	1426	211
871	1428	209
872	1430	208
873	1431	206
874	1432	204
875	1434	202
876	1435	201
877	1436	199
878	1437	197
879	1438	196
880	1440	194
881	1441	192
882	1446	191
883	1447	189
884	1448	188
885	1450	186
886	1451	184
887	1452	183
888	1453	181
889	1455	179
890	1460	178
891	1462	177
892	1464	175
893	1466	173
894	1467	172
895	1469	170
896	1470	168
897	1471	167
898	1474	165
899	1475	163
900	1477	162
901	1478	160
902	1479	158
903	1480	157
904	1482	155
905	1483	153
906	1484	152
907	1485	150
908	1487	148
909	1491	147
910	1492	145
911	1494	144
912	1495	142
913	1496	140
914	1498	139
915	1499	137
916	1500	135
917	1501	134
918	1506	132
919	1507	131
920	1509	129
921	1510	127
922	1511	126
923	1512	124
924	1514	122
925	1515	121
926	1516	119
927	1517	117
928	1520	116
929	1522	114
930	1523	112
931	1524	111
932	1526	109
933	1527	107
934	1528	106
935	1530	104
936	1531	103
937	1537	101
938	1539	99
939	1540	98
940	1541	96
941	1543	95
942	1544	93
943	1546	91
944	1547	90
945	1550	88
946	1551	86
947	1553	85
948	1555	83
949	1557	81
950	1558	80
951	1560	78
952	1561	77
953	1562	75
954	1567	73
955	1568	72
956	1569	70
957	1570	68
958	1572	67
959	1573	65
960	1574	63
961	1575	62
962	1577	60
963	1578	58
964	1582	57
965	1584	55
966	1586	54
967	1587	52
968	1588	50
969	1590	49
970	1591	47
971	1594	45
972	1595	44
973	1596	42
974	1598	40
975	1599	39
976	1600	37
977	1601	36
978	1603	34
979	1604	32
980	1605	31
981	1608	29
982	1610	27
983	1611	26
984	1612	24
985	1614	22
986	1615	21
987	1616	19
988	1617	17
989	1619	16
990	1620	14
991	1624	13
992	1626	11
993	1627	9
994	1628	8
995	1629	6
996	1631	4
997	1632	3
998	1633	1
999	1634	0
